code,parent_code,level,name,kode_pos
11.02.08.2019,11.02.08,4,Kandang Mbelang Mandiri,24665
11.02.08.2020,11.02.08,4,Mbacang Racun,24665
11.02.08.2021,11.02.08,4,Telaga Mekar,24665
11.02.08.2023,11.02.08,4,Pulonas Baru,24665
11.02.08.2025,11.02.08,4,Kuta Genting,24665
11.02.08.2026,11.02.08,4,Pangguh,24665
11.02.08.2027,11.02.08,4,Lawe Sagu,24665
11.02.08.2028,11.02.08,4,Pekhapet Timur,24665
11.02.08.2029,11.02.08,4,Bahagia,24665
11.02.08.2030,11.02.08,4,Kute Galuh Asli,24665
11.02.09,11.02,3,Bukit Tusam,
11.02.09.2001,11.02.09,4,Kute Lengat Pangan,24671
11.02.09.2002,11.02.09,4,Kute Lengat Selian,24671
11.02.09.2003,11.02.09,4,Tualang Baru,24671
11.02.09.2004,11.02.09,4,Alur Buluh,24671
11.02.09.2005,11.02.09,4,Maha Singkil,24671
11.02.09.2006,11.02.09,4,Tenembak Bintang,24671
11.02.09.2007,11.02.09,4,Kute Lingga,24671
11.02.09.2008,11.02.09,4,Rikit Bur,24671
11.02.09.2010,11.02.09,4,Kerukunan,24671
11.02.09.2011,11.02.09,4,Lawe Dua,24671
11.02.09.2012,11.02.09,4,Rema,24671
11.02.09.2013,11.02.09,4,Bambel Baru,24671
11.02.09.2014,11.02.09,4,Pejuang,24671
11.02.09.2015,11.02.09,4,Darussalam,24671
11.02.09.2016,11.02.09,4,Amaliah,24671
11.02.09.2017,11.02.09,4,Sebudi Jaya,24671
11.02.09.2018,11.02.09,4,Gumpang,24671
11.02.09.2019,11.02.09,4,Kute Gekhat,24671
11.02.09.2020,11.02.09,4,Paye Khambung,24671
11.02.09.2021,11.02.09,4,Mbak Sako,24671
11.02.09.2022,11.02.09,4,Darul Imami,24671
11.02.09.2023,11.02.09,4,Rikit Bur II,24671
11.02.09.2024,11.02.09,4,Kute Empat Lima,24671
11.02.10,11.02,3,Semadam,
11.02.10.2001,11.02.10,4,Simpang Semadam,24678
11.02.10.2002,11.02.10,4,Semadam Awal,24678
11.02.10.2003,11.02.10,4,Semadam Asal,24678
11.02.10.2004,11.02.10,4,Lawe Kinga Gabungan,24678
11.02.10.2005,11.02.10,4,Lawe Kinga Tebing Tinggi,24678
11.02.10.2006,11.02.10,4,Kebun Sere,24678
11.02.10.2007,11.02.10,4,Lawe Beringin Horas,24678
11.02.10.2008,11.02.10,4,Lawe. Berigin Gayo,24678
11.02.10.2009,11.02.10,4,Suka Makmur,24678
11.02.10.2010,11.02.10,4,Pasar Puntung,24678
11.02.10.2011,11.02.10,4,Titi Pasir,24678
11.02.10.2012,11.02.10,4,Lawe Petanduk I,24678
11.02.10.2013,11.02.10,4,Ngkeran Alur Buluh,24678
11.02.10.2014,11.02.10,4,Kampung Baru,24678
11.02.10.2015,11.02.10,4,Sepakat Segenap,24678
11.02.10.2016,11.02.10,4,Selamat Indah,24678
11.02.10.2017,11.02.10,4,Lawe Kinge Lapter,24678
11.02.10.2018,11.02.10,4,Lawe Mejile,24678
11.02.10.2019,11.02.10,4,Lawe Petanduk-II,24678
11.02.11,11.02,3,Babul Rahmah,
11.02.11.2004,11.02.11,4,Titi Mas,24675
11.02.11.2005,11.02.11,4,Meranti,24675
11.02.11.2006,11.02.11,4,Kute Lang-Lang,24675
11.02.11.2007,11.02.11,4,Lawe Sumur,24675
11.02.11.2008,11.02.11,4,Pardamaian,24675
11.02.11.2009,11.02.11,4,Salim Pipit,24675
11.02.11.2010,11.02.11,4,Penguhapan,24675
11.02.11.2011,11.02.11,4,Lumban Tua,24675
11.02.11.2012,11.02.11,4,Mutiara Damai,24675
11.02.11.2013,11.02.11,4,Dolok Nauli,24675
11.02.11.2014,11.02.11,4,Tuhi Jongkat,24675
11.02.11.2015,11.02.11,4,Uning Sigugur,24675
11.02.11.2016,11.02.11,4,Lumban Sitio-tio,24675
11.02.11.2017,11.02.11,4,Lawe Malum,24675
11.02.11.2018,11.02.11,4,Alur Baning,24675
11.02.11.2019,11.02.11,4,Lingga Alas,24675
11.02.11.2020,11.02.11,4,Khambung Tumbung,24675
11.02.11.2021,11.02.11,4,Tuah Mesade,24675
11.02.11.2022,11.02.11,4,Sumukh Alas,24675
11.02.11.2023,11.02.11,4,Alukh Bakhu,24675
11.02.11.2024,11.02.11,4,Sepekhinding,24675
11.02.11.2025,11.02.11,4,Tanoh Subukh,24675
11.02.11.2026,11.02.11,4,Pinggan Mbelang,24675
11.02.11.2027,11.02.11,4,Sigai Indah,24675
11.02.11.2028,11.02.11,4,Ukekh Deleng,24675
11.02.11.2029,11.02.11,4,Alas Mesikhat,24675
11.02.11.2030,11.02.11,4,Titi Hakhapen,24675
11.02.12,11.02,3,Ketambe,
11.02.12.2001,11.02.12,4,Aunan Sepakat,24662
11.02.12.2002,11.02.12,4,Lawe Penanggalan,24662
11.02.12.2003,11.02.12,4,Lawe Mengkudu,24662
11.02.12.2004,11.02.12,4,Jambur Lak-lak,24662
11.02.12.2005,11.02.12,4,Simpang Tiga Jongar,24662
11.02.12.2006,11.02.12,4,Jongar Asli,24662
11.02.12.2007,11.02.12,4,Ketambe,24662
11.02.12.2008,11.02.12,4,Rumah Bundar,24662
11.02.12.2009,11.02.12,4,Penyeberangan Cingkam,24662
11.02.12.2010,11.02.12,4,Deleng Damar,24662
11.02.12.2011,11.02.12,4,Bintang Bener,24662
11.02.12.2012,11.02.12,4,Suka Rimbun,24662
11.02.12.2013,11.02.12,4,Lawe Aunan,24662
11.02.12.2014,11.02.12,4,Bener Bepapah,24662
11.02.12.2015,11.02.12,4,Penungkunen,24662
11.02.12.2016,11.02.12,4,Datok Pining,24662
11.02.12.2017,11.02.12,4,Kati Maju,24662
11.02.12.2018,11.02.12,4,Leuser,24662
11.02.12.2019,11.02.12,4,Jati Sara,24662
11.02.12.2020,11.02.12,4,Bukit Mbakhu,24662
11.02.12.2021,11.02.12,4,Kayu Metangur,24662
11.02.12.2022,11.02.12,4,Lawe Sembekan,24662
11.02.12.2023,11.02.12,4,Lawe Beringin,24662
11.02.12.2024,11.02.12,4,Lawe Ger-Ger,24662
11.02.12.2025,11.02.12,4,Simpur Jaya,24662
11.02.13,11.02,3,Deleng Pokhkisen,
11.02.13.2001,11.02.13,4,Salang Baru,24660
11.02.13.2002,11.02.13,4,Ranto Dior,24660
11.02.13.2003,11.02.13,4,Lembah Alas,24660
11.02.13.2004,11.02.13,4,Tenembak Lang-Lang,24660
11.02.13.2005,11.02.13,4,Salang Sigotom,24660
11.02.13.2006,11.02.13,4,Tualang Lama,24660
11.02.13.2007,11.02.13,4,Gusung Batu,24660
11.02.13.2008,11.02.13,4,Kaya Pangur,24660
11.02.13.2009,11.02.13,4,Sepakat,24660
11.02.13.2010,11.02.13,4,Lawe Pangkat,24660
11.02.13.2011,11.02.13,4,Bunga Melur,24660
11.02.13.2012,11.02.13,4,Penampaan,24660
11.02.13.2013,11.02.13,4,Terutung Mbelang,24660
11.02.13.2014,11.02.13,4,Salang Muara,24660
11.02.13.2015,11.02.13,4,Lawe Hakhum,24660
11.02.13.2016,11.02.13,4,Tanoh Khukahen,24660
11.02.13.2017,11.02.13,4,Tading Ni Ulihi,24660
11.02.13.2018,11.02.13,4,Peseluk Pesimbe,24660
11.02.13.2019,11.02.13,4,Kane Lot,24660
11.02.13.2020,11.02.13,4,Muhajirin,24660
11.02.13.2021,11.02.13,4,Beriring Naru,24660
11.02.13.2022,11.02.13,4,Kati Jeroh,24660
11.02.14,11.02,3,Lawe Sumur,
11.02.14.2001,11.02.14,4,Terutung Megara Lawe Pasaran,24670
11.02.14.2002,11.02.14,4,Kisam Gabungan,24670
11.02.14.2003,11.02.14,4,Kisam Kute Pasir,24670
11.02.14.2004,11.02.14,4,Lawe Sumur,24670
11.02.14.2005,11.02.14,4,Lawe Sumur Baru,24670
11.02.14.2006,11.02.14,4,Kute Lesung,24670
11.02.14.2007,11.02.14,4,Berandang,24670
11.02.14.2008,11.02.14,4,Kute Bunin,24670
11.02.14.2009,11.02.14,4,Buah Pala,24670
11.02.14.2010,11.02.14,4,Panosan,24670
11.02.14.2011,11.02.14,4,Lawe Pasaran Tengku Mbelin,24670
11.02.14.2012,11.02.14,4,Terutung Megahke MBakhu,24670
11.02.14.2013,11.02.14,4,Kisam Lestari,24670
11.02.14.2014,11.02.14,4,Kisam Kute Rambe,24670
11.02.14.2015,11.02.14,4,Lawe Polak,24670
11.02.14.2016,11.02.14,4,Lawes Sumur Sepakat,24670
11.02.14.2017,11.02.14,4,Setia Baru,24670
11.02.14.2018,11.02.14,4,Teger Miko,24670
11.02.15,11.02,3,Tanoh Alas,
11.02.15.2001,11.02.15,4,Salim Pinim I,24674
11.02.15.2002,11.02.15,4,Jambur Damar,24674
11.02.15.2003,11.02.15,4,Alur Langsat,24674
11.02.15.2004,11.02.15,4,Rambah Sayang,24674
11.02.15.2006,11.02.15,4,Rumah Luar,24674
11.02.15.2007,11.02.15,4,Tenembak Alas,24674
11.02.15.2008,11.02.15,4,Lawe Tungkal,24674
11.02.15.2009,11.02.15,4,Salim Pinim II,24674
11.02.15.2010,11.02.15,4,Jambukh Pekhmate,24674
11.02.15.2011,11.02.15,4,Khutung Mbelang,24674
11.02.15.2012,11.02.15,4,Timang Rasa,24674
11.02.15.2013,11.02.15,4,Stambul Jaya,24674
11.02.15.2014,11.02.15,4,Alur Nangke,24674
11.02.15.2015,11.02.15,4,Kute Mejile,24674
11.02.16,11.02,3,Leuser,
11.02.16.2001,11.02.16,4,Bintang Alga Musara,24677
11.02.16.2002,11.02.16,4,Bintang Bukit Indah,24677
11.02.16.2003,11.02.16,4,Tanjung Sari,24677
11.02.16.2004,11.02.16,4,Bun-bun Alas,24677
11.02.16.2005,11.02.16,4,Naga Timbul,24677
11.02.16.2006,11.02.16,4,Gunung Pak-Pak,24677
11.02.16.2007,11.02.16,4,Bukit Meriah,24677
11.02.16.2008,11.02.16,4,Permata Musara,24677
11.02.16.2009,11.02.16,4,Laut Tawar,24677
11.02.16.2010,11.02.16,4,Kane Mende,24677
11.02.16.2011,11.02.16,4,Lawe Sekhakut,24677
11.02.16.2012,11.02.16,4,Bunbun Indah,24677
11.02.16.2013,11.02.16,4,Suka Damai,24677
11.02.16.2014,11.02.16,4,Tuah Kekhine,24677
11.02.16.2015,11.02.16,4,Punce Nali,24677
11.02.16.2016,11.02.16,4,Sade Ate,24677
11.02.16.2017,11.02.16,4,Akhih Majile,24677
11.02.16.2018,11.02.16,4,Ukhat Peseluk,24677
11.02.16.2019,11.02.16,4,Tunas Mude,24677
11.02.16.2020,11.02.16,4,Gaye Sendah,24677
11.02.16.2021,11.02.16,4,Kute Hakhapen,24677
11.02.16.2022,11.02.16,4,Kompas,24677
11.02.16.2023,11.02.16,4,Sepakat,24677
11.03,11,2,Kabupaten Aceh Timur,
11.03.01,11.03,3,Darul Aman,
11.03.01.2001,11.03.01,4,Alue Luddin Sa,24455
11.03.01.2002,11.03.01,4,Alue Luddin Dua,24455
11.03.01.2003,11.03.01,4,Alue Dalam,24455
11.03.01.2004,11.03.01,4,Dama Pulo Sa,24455
11.03.01.2005,11.03.01,4,Dama Pulo Dua,24455
11.03.01.2006,11.03.01,4,Buket Kulam,24455
11.03.01.2007,11.03.01,4,Seuneubok Teungoh,24455
11.03.01.2008,11.03.01,4,Jungka Gajah,24455
11.03.01.2009,11.03.01,4,Seuneubok Simpang,24455
11.03.01.2010,11.03.01,4,Matang Pineung,24455
11.03.01.2011,11.03.01,4,Lhok Geulumpang,24455
11.03.01.2012,11.03.01,4,Blang Buket,24455
11.03.01.2013,11.03.01,4,Meunasah Keutapang,24455
11.03.01.2014,11.03.01,4,Buket Rumia,24455
11.03.01.2015,11.03.01,4,Alue Gadeng,24455
11.03.01.2016,11.03.01,4,Kapai Baro,24455
11.03.01.2017,11.03.01,4,Seuneubok Tuha Sa,24455
11.03.01.2018,11.03.01,4,Seuneubok Tuha Dua,24455
11.03.01.2019,11.03.01,4,Seuneubok Buloh,24455
11.03.01.2020,11.03.01,4,Gaseh Sayang,24455
11.03.01.2021,11.03.01,4,Alue Lhok,24455
11.03.01.2022,11.03.01,4,Trieng Gadeng,24455
11.03.01.2023,11.03.01,4,Grong-Grong,24455
11.03.01.2024,11.03.01,4,Matang Geuto,24455
11.03.01.2025,11.03.01,4,Alue Merbo,24455
11.03.01.2026,11.03.01,4,Buket Raya,24455
11.03.01.2027,11.03.01,4,Gampong Keude,24455
11.03.01.2028,11.03.01,4,Peukan Idi Cut,24455
11.03.01.2029,11.03.01,4,Gampong Beunot,24455
11.03.01.2030,11.03.01,4,Seuneubok Baroh,24455
11.03.01.2031,11.03.01,4,Teupin Drum,24455
11.03.01.2032,11.03.01,4,Kuala Idi Cut,24455
11.03.01.2034,11.03.01,4,Seuneubok Aceh,24455
11.03.01.2035,11.03.01,4,Gampong Baro,24455
11.03.01.2036,11.03.01,4,Bagok Panah Sa,24455
11.03.01.2037,11.03.01,4,Bagok Panah Dua,24455
11.03.01.2038,11.03.01,4,Bagok Panah Lhee,24455
11.03.01.2039,11.03.01,4,Bagok Panah Peut,24455
11.03.01.2040,11.03.01,4,Buket Tualang,24455
11.03.01.2041,11.03.01,4,Keumuneng Sa,24455
11.03.01.2042,11.03.01,4,Keumuneng Dua,24455
11.03.01.2043,11.03.01,4,Keumuneng Lhee,24455
11.03.01.2044,11.03.01,4,Keumuneng Peut,24455
11.03.01.2045,11.03.01,4,Keumuneng Limong,24455
11.03.01.2046,11.03.01,4,Meunasah Blang,24455
11.03.02,11.03,3,Julok,
11.03.02.2001,11.03.02,4,Blang Keumahang,24459
11.03.02.2002,11.03.02,4,Blang Jambee,24459
11.03.02.2003,11.03.02,4,Keumuneng,24459
11.03.02.2004,11.03.02,4,Ladang Baro,24459
11.03.02.2005,11.03.02,4,Buket Panyang,24459
11.03.02.2006,11.03.02,4,Seuneubok Rambong,24459
11.03.02.2007,11.03.02,4,Seuneubok Baro,24459
11.03.02.2008,11.03.02,4,Blang Mideun,24459
11.03.02.2009,11.03.02,4,Paya Bakong,24459
11.03.02.2010,11.03.02,4,Teupin Raya,24459
11.03.02.2011,11.03.02,4,Lhok Rambong,24459
11.03.02.2012,11.03.02,4,Julok Tunong,24459
11.03.02.2013,11.03.02,4,Ulee Ateung,24459
11.03.02.2014,11.03.02,4,Ulee Blang,24459
11.03.02.2015,11.03.02,4,Labuhan,24459
11.03.02.2016,11.03.02,4,Naleung,24459
11.03.02.2017,11.03.02,4,Mane Rampak,24459
11.03.02.2018,11.03.02,4,Matang,24459
11.03.02.2019,11.03.02,4,Blang Uyok,24459
11.03.02.2020,11.03.02,4,Blang Pauh Sa,24459
11.03.02.2021,11.03.02,4,Blang Pauh Dua,24459
11.03.02.2022,11.03.02,4,Ulee Tanoh,24459
11.03.02.2023,11.03.02,4,Keude Kuta Binjei,24459
11.03.02.2024,11.03.02,4,Bukit Seroja,24459
11.03.02.2025,11.03.02,4,Kuala Geulumpang,24459
11.03.02.2026,11.03.02,4,Gampong Baro,24459
11.03.02.2027,11.03.02,4,Tumpok Teungoh,24459
11.03.02.2028,11.03.02,4,Seumatang,24459
11.03.02.2029,11.03.02,4,Ujong Tunong,24459
11.03.02.2030,11.03.02,4,Bukit Dindeng,24459
11.03.02.2031,11.03.02,4,Paya Pasi,24459
11.03.02.2032,11.03.02,4,Alue Cek Doi,24459
11.03.02.2033,11.03.02,4,Blang Gleum,24459
11.03.02.2034,11.03.02,4,Tanjong Tok Blang,24459
11.03.02.2035,11.03.02,4,Buket Makmu,24459
11.03.02.2036,11.03.02,4,Lhok Seuntang,24459
11.03.02.2037,11.03.02,4,Simpang Lhee,24459
11.03.03,11.03,3,Idi Rayeuk,
11.03.03.2001,11.03.03,4,Gampong Jawa,24442
11.03.03.2002,11.03.03,4,Keude Blang,24442
11.03.03.2003,11.03.03,4,Tanoh Anoe,24442
11.03.03.2004,11.03.03,4,Kuala Peudawa Puntong,24442
11.03.03.2005,11.03.03,4,Gampong Aceh,24442
11.03.03.2006,11.03.03,4,Kuta Blang,24442
11.03.03.2007,11.03.03,4,Gampong Tanjong,24442
11.03.03.2008,11.03.03,4,Blang Geulumpang,24442
11.03.03.2009,11.03.03,4,Meunasah Pu'uk,24442
11.03.03.2010,11.03.03,4,Bantayan Timu,24442
11.03.03.2011,11.03.03,4,Keutapang Mameh,24442
11.03.03.2012,11.03.03,4,Seuneubok Rambong,24442
11.03.03.2013,11.03.03,4,Kuala Idi,24442
11.03.03.2014,11.03.03,4,Keude Aceh,24442
11.03.03.2023,11.03.03,4,Seuneubok Bacee,24442
11.03.03.2029,11.03.03,4,Titi Baro,24442
11.03.03.2047,11.03.03,4,Tanjong Kapai,24442
11.03.03.2048,11.03.03,4,Alue Dua Muka O,24442
11.03.03.2049,11.03.03,4,Alue Dua Muka S,24442
11.03.03.2050,11.03.03,4,Ulee Blang,24442
11.03.03.2051,11.03.03,4,Buket Jok,24442
11.03.03.2052,11.03.03,4,Buket Meulinteung,24442
11.03.03.2053,11.03.03,4,Gampong Jalan,24442
11.03.03.2054,11.03.03,4,Teupin Batee,24442
11.03.03.2055,11.03.03,4,Buket Langa,24442
11.03.03.2056,11.03.03,4,Buket Pala,24442
11.03.03.2057,11.03.03,4,Buket Juara,24442
11.03.03.2058,11.03.03,4,Seuneubok Tutong,24442
11.03.03.2059,11.03.03,4,Seuneubok Tuha,24442
11.03.03.2060,11.03.03,4,Sampoimah,24442
11.03.03.2061,11.03.03,4,Dama pulo,24442
11.03.03.2062,11.03.03,4,Gureb Blang,24442
11.03.03.2064,11.03.03,4,Gampong Baro,24442
11.03.03.2065,11.03.03,4,SeuneubokTeungoh P.Puntong,24442
11.03.03.2067,11.03.03,4,Kuta Lawah,24442
11.03.04,11.03,3,Birem Bayeun,
11.03.04.2001,11.03.04,4,Jambo Labu,24452
11.03.04.2002,11.03.04,4,Alue Canang,24452
11.03.04.2003,11.03.04,4,Alue Drien,24452
11.03.04.2004,11.03.04,4,Buket Tiga,24452
11.03.04.2005,11.03.04,4,Benteng,24452
11.03.04.2006,11.03.04,4,Afeling II Bukit,24452
11.03.04.2007,11.03.04,4,Keumuneng Hulu,24452
11.03.04.2008,11.03.04,4,Peutow,24452
11.03.04.2009,11.03.04,4,Alue Buloh,24452
11.03.04.2010,11.03.04,4,Alue Teh,24452
11.03.04.2011,11.03.04,4,Paya Rambong,24452
11.03.04.2012,11.03.04,4,Alue Gadeng SA,24452
11.03.04.2013,11.03.04,4,Paya Tampah,24452
11.03.04.2014,11.03.04,4,Paya Bili Dua,24452
11.03.04.2015,11.03.04,4,Paya Bili Sa,24452
11.03.04.2016,11.03.04,4,Paya Peulawi,24452
11.03.04.2017,11.03.04,4,Keude Birem,24452
11.03.04.2018,11.03.04,4,Bayeun,24452
11.03.04.2019,11.03.04,4,Aramiyah,24452
11.03.04.2020,11.03.04,4,Blang Tualang,24452
11.03.04.2021,11.03.04,4,Buket Seuleumak,24452
11.03.04.2022,11.03.04,4,Birem Rayeuk,24452
11.03.04.2023,11.03.04,4,Alue Gadeng,24452
11.03.04.2024,11.03.04,4,Alue Gadeng Dua,24452
11.03.04.2025,11.03.04,4,Alue Sentang,24452
11.03.04.2026,11.03.04,4,Merbou Dua,24452
11.03.04.2027,11.03.04,4,Alue Nyamoek,24452
11.03.05,11.03,3,Serbajadi,
11.03.05.2001,11.03.05,4,Lokop,24460
11.03.05.2002,11.03.05,4,Terujak,24460
11.03.05.2003,11.03.05,4,Tualang,24460
11.03.05.2004,11.03.05,4,Leles,24460
11.03.05.2005,11.03.05,4,Ujung Karang,24460
11.03.05.2006,11.03.05,4,Nalon,24460
11.03.05.2007,11.03.05,4,Jering,24460
11.03.05.2008,11.03.05,4,Loot,24460
11.03.05.2009,11.03.05,4,Seku Alan,24460
11.03.05.2010,11.03.05,4,Sunti,24460
11.03.05.2011,11.03.05,4,Umah Taring,24460
11.03.05.2012,11.03.05,4,Bunin,24460
11.03.05.2013,11.03.05,4,Sembuang,24460
11.03.05.2014,11.03.05,4,Seuleumak,24460
11.03.05.2015,11.03.05,4,Mesir,24460
11.03.05.2016,11.03.05,4,Rampah,24460
11.03.05.2022,11.03.05,4,Arul Durin,24460
11.03.06,11.03,3,Nurussalam,
11.03.06.2001,11.03.06,4,Keude Bagok Sa,24467
11.03.06.2002,11.03.06,4,Keude Bagok Dua,24467
11.03.06.2003,11.03.06,4,Asan Tanjong,24467
11.03.06.2004,11.03.06,4,Bantayan,24467
11.03.06.2005,11.03.06,4,Matang Seuleumak,24467
11.03.06.2006,11.03.06,4,Teupin Pukat,24467
11.03.06.2007,11.03.06,4,Matang Neuheun,24467
11.03.06.2008,11.03.06,4,Kuala Bagok,24467
11.03.06.2009,11.03.06,4,Meunasah Teungoh,24467
11.03.06.2010,11.03.06,4,Medang Ara,24467
11.03.06.2011,11.03.06,4,Peulawi,24467
11.03.06.2012,11.03.06,4,Baroh Bugeng,24467
11.03.06.2013,11.03.06,4,Seumatang Aron,24467
11.03.06.2014,11.03.06,4,Blang Panjou,24467
11.03.06.2025,11.03.06,4,Pulo U,24467
11.03.06.2026,11.03.06,4,Cot Asan,24467
11.03.06.2027,11.03.06,4,Paya Enjee,24467
11.03.06.2028,11.03.06,4,Seuleumak Muda,24467
11.03.06.2029,11.03.06,4,Matang Panyang,24467
11.03.06.2030,11.03.06,4,Meunasah Hagu,24467
11.03.06.2031,11.03.06,4,Matang Kunyet,24467
11.03.06.2032,11.03.06,4,Buket Panjou,24467
11.03.06.2033,11.03.06,4,Buket Meurak,24467
11.03.06.2034,11.03.06,4,Buket Panyang,24467
11.03.06.2035,11.03.06,4,Seuneubok Dalam,24467
11.03.06.2036,11.03.06,4,Gampong Mesjid,24467
11.03.06.2037,11.03.06,4,Alue Siwah Serdang,24467
11.03.06.2038,11.03.06,4,Gampong Lhee,24467
11.03.06.2039,11.03.06,4,Beurandang,24467
11.03.06.2040,11.03.06,4,Gampong Jalan,24467
11.03.06.2041,11.03.06,4,Seuneubok Rambong,24467
11.03.07,11.03,3,Peureulak,
11.03.07.2001,11.03.07,4,Pasir Putih,24453
11.03.07.2002,11.03.07,4,Tualang,24453
11.03.07.2003,11.03.07,4,Keude Peureulak,24453
11.03.07.2004,11.03.07,4,Leuge,24453
11.03.07.2005,11.03.07,4,Uteun Dama,24453
11.03.07.2006,11.03.07,4,Punti,24453
11.03.07.2007,11.03.07,4,Alue Dua Paya Gajah,24453
11.03.07.2008,11.03.07,4,Blang Bitra,24453
11.03.07.2009,11.03.07,4,Kuala Bugak,24453
11.03.07.2010,11.03.07,4,Paya Lipah,24453
11.03.07.2011,11.03.07,4,Seumatang Muda Itam,24453
11.03.07.2012,11.03.07,4,Lhok Dalam,24453
11.03.07.2013,11.03.07,4,Beusa Meuranoe,24453
11.03.07.2014,11.03.07,4,Bangka Rimung,24453
11.03.07.2015,11.03.07,4,Tanoh Rata,24453
11.03.07.2016,11.03.07,4,Bandrong,24453
11.03.07.2017,11.03.07,4,Blang Balok,24453
11.03.07.2018,11.03.07,4,Cot Muda Itam,24453
11.03.07.2019,11.03.07,4,Keumuneng,24453
11.03.07.2020,11.03.07,4,Kuala Leuge,24453
11.03.07.2021,11.03.07,4,Balee Buya,24453
11.03.07.2022,11.03.07,4,Alue Nibong,24453
11.03.07.2023,11.03.07,4,Seuneubok Peusangan,24453
11.03.07.2024,11.03.07,4,Seuneubok Aceh,24453
11.03.07.2025,11.03.07,4,Seuneubok Pidie,24453
11.03.07.2026,11.03.07,4,Dama Tutong,24453
11.03.07.2027,11.03.07,4,Matang Gleum,24453
11.03.07.2028,11.03.07,4,Lubok Pempeng,24453
11.03.07.2029,11.03.07,4,Buket Pala,24453
11.03.07.2030,11.03.07,4,Paya Kalui,24453
11.03.07.2031,11.03.07,4,Cek Mbon,24453
11.03.07.2032,11.03.07,4,Paya Meuligou,24453
11.03.07.2033,11.03.07,4,Blang Simpo,24453
11.03.07.2034,11.03.07,4,Blang Batee,24453
11.03.07.2035,11.03.07,4,Matang Peulawi,24453
11.03.07.2036,11.03.07,4,Cot Geulumpang,24453
11.03.07.2037,11.03.07,4,Alue Rambong,24453
11.03.07.2038,11.03.07,4,Cot Keh,24453
11.03.08,11.03,3,Rantau Selamat,
11.03.08.2001,11.03.08,4,Bayeun,24451
11.03.08.2002,11.03.08,4,Rantau Panjang,24451
11.03.08.2003,11.03.08,4,Alue Raya,24451
11.03.08.2004,11.03.08,4,Alue Kumba,24451
11.03.08.2005,11.03.08,4,Seuneubok Dalam,24451
11.03.08.2006,11.03.08,4,Alue Seuleumak,24451
11.03.08.2007,11.03.08,4,Sarah Kayee,24451
11.03.08.2008,11.03.08,4,Damar Siput,24451
11.03.08.2009,11.03.08,4,Simpang Peut,24451
11.03.08.2010,11.03.08,4,Simpang Aneuh,24451
11.03.08.2011,11.03.08,4,Alue Punti,24451
11.03.08.2012,11.03.08,4,Alue Kaul,24451
11.03.08.2013,11.03.08,4,Sarah Teube,24451
11.03.08.2014,11.03.08,4,Alue Tuwi,24451
11.03.09,11.03,3,Simpang Ulim,
11.03.09.2001,11.03.09,4,Peulalu,24465
11.03.09.2002,11.03.09,4,Nicah Awe,24465
11.03.09.2003,11.03.09,4,Alue Buloh Sa,24465
11.03.09.2004,11.03.09,4,Alue Buloh Dua,24465
11.03.09.2005,11.03.09,4,Teupin Breuh,24465
11.03.09.2006,11.03.09,4,Matang Rayeuk,24465
11.03.09.2007,11.03.09,4,Matang Kumbang,24465
11.03.09.2008,11.03.09,4,Blang Nie,24465
11.03.09.2010,11.03.09,4,Bantayan,24465
11.03.09.2011,11.03.09,4,Matang Weng,24465
11.03.09.2012,11.03.09,4,Alue Mulieng,24465
11.03.09.2013,11.03.09,4,Pucok Alue Dua,24465
11.03.09.2014,11.03.09,4,Gampong Blang,24465
11.03.09.2015,11.03.09,4,Keude Tuha,24465
11.03.09.2016,11.03.09,4,Kuala Simpang Ulim,24465
11.03.09.2017,11.03.09,4,Lampoh Rayeuk,24465
11.03.09.2018,11.03.09,4,Teupin Mamplam,24465
11.03.09.2019,11.03.09,4,Titi Baroh,24465
11.03.09.2020,11.03.09,4,Pucok Alue Sa,24465
11.03.09.2021,11.03.09,4,Pucok Alue Barat,24465
11.03.09.2022,11.03.09,4,Arakundo,24465
11.03.09.2023,11.03.09,4,Gampong Baro,24465
11.03.09.2024,11.03.09,4,Matang Seupeng,24465
11.03.10,11.03,3,Ranto Peureulak,
11.03.10.2001,11.03.10,4,Paya Unou,24441
11.03.10.2002,11.03.10,4,Seuneubok Johan,24441
11.03.10.2003,11.03.10,4,Seuneubok Baro,24441
11.03.10.2004,11.03.10,4,Pulo Blang,24441
11.03.10.2005,11.03.10,4,Blang Barom,24441
11.03.10.2006,11.03.10,4,Seuneubok Dalam,24441
11.03.10.2007,11.03.10,4,Seuleumak Muda,24441
11.03.10.2008,11.03.10,4,Bhom Lama,24441
11.03.10.2009,11.03.10,4,Pasi Puteh,24441
11.03.10.2010,11.03.10,4,Alue Dua,24441
11.03.10.2011,11.03.10,4,Buket Pala,24441
11.03.10.2012,11.03.10,4,Mata Ie,24441
11.03.10.2013,11.03.10,4,Alue Udep,24441
11.03.10.2014,11.03.10,4,Seumali,24441
11.03.10.2015,11.03.10,4,Punti Payong,24441
11.03.10.2016,11.03.10,4,Paya Palas,24441
11.03.10.2017,11.03.10,4,Tampak,24441
11.03.10.2018,11.03.10,4,Kliet,24441
11.03.10.2019,11.03.10,4,Alue Geunteng,24441
11.03.10.2020,11.03.10,4,Pertamina,24441
11.03.10.2021,11.03.10,4,Alue Batee,24441
11.03.10.2022,11.03.10,4,Beurandang,24441
11.03.10.2024,11.03.10,4,Seumanah Jaya,24441
