code,parent_code,level,name,kode_pos
51.01.04.2010,51.01.04,4,Manistutu,82252
51.01.05,51.01,3,Jembrana,
51.01.05.1001,51.01.05,4,Pendem,82211
51.01.05.1003,51.01.05,4,Loloan Timur,82216
51.01.05.1005,51.01.05,4,Dauhwaru,82218
51.01.05.1009,51.01.05,4,Sangkaragung,82218
51.01.05.2002,51.01.05,4,Perancak,82218
51.01.05.2004,51.01.05,4,Batu Agung,82218
51.01.05.2006,51.01.05,4,Budeng,82218
51.01.05.2007,51.01.05,4,Air Kuning,82218
51.01.05.2008,51.01.05,4,Yehkuning,82218
51.01.05.2010,51.01.05,4,Dangintukadaya,82218
51.02,51,2,Kabupaten Tabanan,
51.02.01,51.02,3,Selemadeg,
51.02.01.2001,51.02.01,4,Bajera,82164
51.02.01.2002,51.02.01,4,Wanagiri,82164
51.02.01.2003,51.02.01,4,Pupuan Sawah,82164
51.02.01.2004,51.02.01,4,Berembeng,82164
51.02.01.2005,51.02.01,4,Selemadeg,82164
51.02.01.2006,51.02.01,4,Serampingan,82164
51.02.01.2007,51.02.01,4,Antap,82164
51.02.01.2008,51.02.01,4,Wanagiri Kauh,82164
51.02.01.2009,51.02.01,4,Manikyang,82164
51.02.01.2010,51.02.01,4,Bajera Utara,82164
51.02.02,51.02,3,Selemadeg Timur,
51.02.02.2001,51.02.02,4,Gunung Salak,82160
51.02.02.2002,51.02.02,4,Gadungan,82160
51.02.02.2003,51.02.02,4,Bantas,82160
51.02.02.2004,51.02.02,4,Mambang,82160
51.02.02.2005,51.02.02,4,Megati,82160
51.02.02.2006,51.02.02,4,Tangguntiti,82160
51.02.02.2007,51.02.02,4,Beraban,82160
51.02.02.2008,51.02.02,4,Tegal Mengkeb,82160
51.02.02.2009,51.02.02,4,Dalang,82160
51.02.02.2010,51.02.02,4,Gadungsari,82160
51.02.03,51.02,3,Selemadeg Barat,
51.02.03.2001,51.02.03,4,Mundeh,82162
51.02.03.2002,51.02.03,4,Mundeh Kangin,82162
51.02.03.2003,51.02.03,4,Lalanglinggah,82162
51.02.03.2004,51.02.03,4,Antosari,82162
51.02.03.2005,51.02.03,4,Lumbung,82162
51.02.03.2006,51.02.03,4,Lumbung Kauh,82162
51.02.03.2007,51.02.03,4,Tiying Gading,82162
51.02.03.2008,51.02.03,4,Mundeh Kauh,82162
51.02.03.2009,51.02.03,4,Angkah,82162
51.02.03.2010,51.02.03,4,Selabih,82162
51.02.03.2011,51.02.03,4,Bengkel Sari,82162
51.02.04,51.02,3,Kerambitan,
51.02.04.2001,51.02.04,4,Tibubiu,82161
51.02.04.2002,51.02.04,4,Kelating,82161
51.02.04.2003,51.02.04,4,Penarukan,82161
51.02.04.2004,51.02.04,4,Belumbang,82161
51.02.04.2005,51.02.04,4,Tista,82161
51.02.04.2006,51.02.04,4,Kerambitan,82161
51.02.04.2007,51.02.04,4,Pangkung Karung,82161
51.02.04.2008,51.02.04,4,Samsam,82161
51.02.04.2009,51.02.04,4,Kukuh,82161
51.02.04.2010,51.02.04,4,Baturiti,82161
51.02.04.2011,51.02.04,4,Meliling,82161
51.02.04.2012,51.02.04,4,Sembung Gede,82161
51.02.04.2013,51.02.04,4,Batuaji,82161
51.02.04.2014,51.02.04,4,Kesiut,82161
51.02.04.2015,51.02.04,4,Timpag,82161
51.02.05,51.02,3,Tabanan,
51.02.05.2001,51.02.05,4,Sudimara,82115
51.02.05.2002,51.02.05,4,Gubug,82115
51.02.05.2003,51.02.05,4,Bongan,82112
51.02.05.2004,51.02.05,4,Delod Peken,82113
51.02.05.2005,51.02.05,4,Dauh Peken,82111
51.02.05.2006,51.02.05,4,Dajan Peken,82114
51.02.05.2007,51.02.05,4,Denbantas,82115
51.02.05.2008,51.02.05,4,Subamia,82115
51.02.05.2009,51.02.05,4,Wanasari,82111
51.02.05.2010,51.02.05,4,Tunjuk,82115
51.02.05.2011,51.02.05,4,Buahan,82115
51.02.05.2012,51.02.05,4,Sesandan,82115
51.02.06,51.02,3,Kediri,
51.02.06.2001,51.02.06,4,Bengkel,82121
51.02.06.2002,51.02.06,4,Pangkung Tibah,82121
51.02.06.2003,51.02.06,4,Belalang,82121
51.02.06.2004,51.02.06,4,Beraban,82121
51.02.06.2005,51.02.06,4,Buwit,82121
51.02.06.2006,51.02.06,4,Cepaka,82121
51.02.06.2007,51.02.06,4,Kaba-kaba,82121
51.02.06.2008,51.02.06,4,Nyambu,82121
51.02.06.2009,51.02.06,4,Pandak Bandung,82121
51.02.06.2010,51.02.06,4,Pandak Gede,82121
51.02.06.2011,51.02.06,4,Nyitdah,82121
51.02.06.2012,51.02.06,4,Pejaten,82121
51.02.06.2013,51.02.06,4,Kediri,82121
51.02.06.2014,51.02.06,4,Abian Tuwung,82121
51.02.06.2015,51.02.06,4,Banjar Anyar,82123
51.02.07,51.02,3,Marga,
51.02.07.2001,51.02.07,4,Kukuh,82181
51.02.07.2002,51.02.07,4,Beringkit Belayu,82181
51.02.07.2003,51.02.07,4,Peken Belayu,82181
51.02.07.2004,51.02.07,4,Batannyuh,82181
51.02.07.2005,51.02.07,4,Tegaljadi,82181
51.02.07.2006,51.02.07,4,Kuwum,82181
51.02.07.2007,51.02.07,4,Selanbawak,82181
51.02.07.2008,51.02.07,4,Marga,82181
51.02.07.2009,51.02.07,4,Petiga,82181
51.02.07.2010,51.02.07,4,Cau Belayu,82181
51.02.07.2011,51.02.07,4,Tua,82181
51.02.07.2012,51.02.07,4,Payangan,82181
51.02.07.2013,51.02.07,4,Marga Dajan Puri,82181
51.02.07.2014,51.02.07,4,Marga Dauh Puri,82181
51.02.07.2015,51.02.07,4,Geluntung,82181
51.02.07.2016,51.02.07,4,Baru,82181
51.02.08,51.02,3,Penebel,
51.02.08.2001,51.02.08,4,Rejasa,82152
51.02.08.2002,51.02.08,4,Jegu,82152
51.02.08.2003,51.02.08,4,Riang Gede,82152
51.02.08.2004,51.02.08,4,Buruan,82152
51.02.08.2005,51.02.08,4,Biaung,82152
51.02.08.2006,51.02.08,4,Pitra,82152
51.02.08.2007,51.02.08,4,Penatahan,82152
51.02.08.2008,51.02.08,4,Tengkudak,82152
51.02.08.2009,51.02.08,4,Mengesta,82152
51.02.08.2010,51.02.08,4,Penebel,82152
51.02.08.2011,51.02.08,4,Babahan,82152
51.02.08.2012,51.02.08,4,Senganan,82152
51.02.08.2013,51.02.08,4,Jatiluwih,82152
51.02.08.2014,51.02.08,4,Wongaya Gede,82152
51.02.08.2015,51.02.08,4,Tajen,82152
51.02.08.2016,51.02.08,4,Tegallinggah,82152
51.02.08.2017,51.02.08,4,Pesagi,82152
51.02.08.2018,51.02.08,4,Sangketan,82152
51.02.09,51.02,3,Baturiti,
51.02.09.2001,51.02.09,4,Perean,82191
51.02.09.2002,51.02.09,4,Luwus,82191
51.02.09.2003,51.02.09,4,Apuan,82191
51.02.09.2004,51.02.09,4,Angseri,82191
51.02.09.2005,51.02.09,4,Bangli,82191
51.02.09.2006,51.02.09,4,Baturiti,82191
51.02.09.2007,51.02.09,4,Antapan,82191
51.02.09.2008,51.02.09,4,Candikuning,82191
51.02.09.2009,51.02.09,4,Mekarsari,82191
51.02.09.2010,51.02.09,4,Batunya,82191
51.02.09.2011,51.02.09,4,Perean Tengah,82191
51.02.09.2012,51.02.09,4,Perean Kangin,82191
51.02.10,51.02,3,Pupuan,
51.02.10.2001,51.02.10,4,Belimbing,82163
51.02.10.2002,51.02.10,4,Sanda,82163
51.02.10.2003,51.02.10,4,Batungsel,82163
51.02.10.2004,51.02.10,4,Kebon Padangan,82163
51.02.10.2005,51.02.10,4,Munduktemu,82163
51.02.10.2006,51.02.10,4,Pujungan,82163
51.02.10.2007,51.02.10,4,Pupuan,82163
51.02.10.2008,51.02.10,4,Bantiran,82163
51.02.10.2009,51.02.10,4,Padangan,82163
51.02.10.2010,51.02.10,4,Jelijih Punggang,82163
51.02.10.2011,51.02.10,4,Belatungan,82163
51.02.10.2012,51.02.10,4,Pajahan,82163
51.02.10.2013,51.02.10,4,Karyasari,82163
51.02.10.2014,51.02.10,4,Sai,82163
51.03,51,2,Kabupaten Badung,
51.03.01,51.03,3,Kuta,
51.03.01.1001,51.03.01,4,Tuban,80361
51.03.01.1002,51.03.01,4,Kuta,80361
51.03.01.1003,51.03.01,4,Kedonganan,80361
51.03.01.1004,51.03.01,4,Legian,80361
51.03.01.1005,51.03.01,4,Seminyak,80361
51.03.02,51.03,3,Mengwi,
51.03.02.1004,51.03.02,4,Kapal,80351
51.03.02.1005,51.03.02,4,Sempidi,80351
51.03.02.1014,51.03.02,4,Abianbase,80351
51.03.02.1015,51.03.02,4,Sading,80351
51.03.02.1016,51.03.02,4,Lukluk,80351
51.03.02.2001,51.03.02,4,Munggu,80351
51.03.02.2002,51.03.02,4,Buduk,80351
51.03.02.2003,51.03.02,4,Mengwitani,80351
51.03.02.2006,51.03.02,4,Penarungan,80351
51.03.02.2007,51.03.02,4,Sembung,80351
51.03.02.2008,51.03.02,4,Baha,80351
51.03.02.2009,51.03.02,4,Mengwi,80351
51.03.02.2010,51.03.02,4,Kekeran,80351
51.03.02.2011,51.03.02,4,Sobangan,80351
51.03.02.2012,51.03.02,4,Gulingan,80351
51.03.02.2013,51.03.02,4,Werdi Bhuwana,80351
51.03.02.2017,51.03.02,4,Cemagi,80351
51.03.02.2018,51.03.02,4,Pererenan,80351
51.03.02.2019,51.03.02,4,Tumbakbayuh,80351
51.03.02.2020,51.03.02,4,Kuwum,80351
51.03.03,51.03,3,Abiansemal,
51.03.03.2001,51.03.03,4,Darmasaba,80352
51.03.03.2002,51.03.03,4,Sibangkaja,80352
51.03.03.2003,51.03.03,4,Sibanggede,80352
51.03.03.2004,51.03.03,4,Jagapati,80352
51.03.03.2005,51.03.03,4,Angantaka,80352
51.03.03.2006,51.03.03,4,Sedang,80352
51.03.03.2007,51.03.03,4,Mambal,80352
51.03.03.2008,51.03.03,4,Abiansemal,80352
51.03.03.2009,51.03.03,4,Bongkasa,80352
51.03.03.2010,51.03.03,4,Taman,80352
51.03.03.2011,51.03.03,4,Blahkiuh,80352
51.03.03.2012,51.03.03,4,Ayunan,80352
51.03.03.2013,51.03.03,4,Sangeh,80352
51.03.03.2014,51.03.03,4,Punggul,80352
51.03.03.2015,51.03.03,4,Mekar Bhuwana,80352
51.03.03.2016,51.03.03,4,Abiansemal Dauh Yeh Cani,80352
51.03.03.2017,51.03.03,4,Selat,80352
51.03.03.2018,51.03.03,4,Bongkasa Pertiwi,80352
51.03.04,51.03,3,Petang,
51.03.04.2001,51.03.04,4,Carangsari,80353
51.03.04.2002,51.03.04,4,Petang,80353
51.03.04.2003,51.03.04,4,Belok/Sidan,80353
51.03.04.2004,51.03.04,4,Pelaga,80353
51.03.04.2005,51.03.04,4,Getasan,80353
51.03.04.2006,51.03.04,4,Pangsan,80353
51.03.04.2007,51.03.04,4,Sulangai,80353
51.03.05,51.03,3,Kuta Selatan,
51.03.05.1004,51.03.05,4,Benoa,80362
51.03.05.1005,51.03.05,4,Tanjung Benoa,80362
51.03.05.1006,51.03.05,4,Jimbaran,80362
51.03.05.2001,51.03.05,4,Pecatu,80362
51.03.05.2002,51.03.05,4,Ungasan,80362
51.03.05.2003,51.03.05,4,Kutuh,80362
51.03.06,51.03,3,Kuta Utara,
51.03.06.1001,51.03.06,4,Kerobokan Kelod,80363
51.03.06.1002,51.03.06,4,Kerobokan,80363
51.03.06.1003,51.03.06,4,Kerobokan Kaja,80363
51.03.06.2004,51.03.06,4,Tibubeneng,80363
51.03.06.2005,51.03.06,4,Canggu,80363
51.03.06.2006,51.03.06,4,Dalung,80363
51.04,51,2,Kabupaten Gianyar,
51.04.01,51.04,3,Sukawati,
51.04.01.2001,51.04.01,4,Batubulan,80582
51.04.01.2002,51.04.01,4,Ketewel,80582
51.04.01.2003,51.04.01,4,Guwang,80582
51.04.01.2004,51.04.01,4,Sukawati,80582
51.04.01.2005,51.04.01,4,Celuk,80582
51.04.01.2006,51.04.01,4,Singapadu,80582
51.04.01.2007,51.04.01,4,Batuan,80582
51.04.01.2008,51.04.01,4,Kemenuh,80582
51.04.01.2009,51.04.01,4,Batubulan Kangin,80582
51.04.01.2010,51.04.01,4,Singapadu Tengah,80582
51.04.01.2011,51.04.01,4,Singapadu Kaler,80582
51.04.01.2012,51.04.01,4,Batuan Kaler,80582
51.04.02,51.04,3,Blahbatuh,
51.04.02.2001,51.04.02,4,Saba,80581
51.04.02.2002,51.04.02,4,Pering,80581
51.04.02.2003,51.04.02,4,Keramas,80581
51.04.02.2004,51.04.02,4,Belega,80581
51.04.02.2005,51.04.02,4,Blahbatuh,80581
51.04.02.2006,51.04.02,4,Buruan,80581
51.04.02.2007,51.04.02,4,Bedulu,80581
51.04.02.2008,51.04.02,4,Medahan,80581
51.04.02.2009,51.04.02,4,Bona,80581
51.04.03,51.04,3,Gianyar,
51.04.03.1003,51.04.03,4,Samplangan,80512
51.04.03.1005,51.04.03,4,Abianbase,80515
51.04.03.1006,51.04.03,4,Gianyar,80511
51.04.03.1007,51.04.03,4,Bitera,80515
51.04.03.1008,51.04.03,4,Beng,80513
51.04.03.2001,51.04.03,4,Tulikup,80515
51.04.03.2002,51.04.03,4,Sidan,80515
51.04.03.2004,51.04.03,4,Lebih,80515
51.04.03.2009,51.04.03,4,Bakbakan,80515
51.04.03.2010,51.04.03,4,Siangan,80515
51.04.03.2011,51.04.03,4,Suwat,80515
51.04.03.2012,51.04.03,4,Petak,80515
51.04.03.2013,51.04.03,4,Serongga,80515
51.04.03.2014,51.04.03,4,Petak Kaja,80515
51.04.03.2015,51.04.03,4,Temesi,80515
51.04.03.2016,51.04.03,4,Sumita,80515
51.04.03.2017,51.04.03,4,Tegal Tugu,80515
51.04.04,51.04,3,Tampaksiring,
51.04.04.2001,51.04.04,4,Pejeng,80552
51.04.04.2002,51.04.04,4,Sanding,80552
51.04.04.2003,51.04.04,4,Tampaksiring,80552
51.04.04.2004,51.04.04,4,Manukaya,80552
51.04.04.2005,51.04.04,4,Pejeng Kawan,80552
51.04.04.2006,51.04.04,4,Pejeng Kaja,80552
51.04.04.2007,51.04.04,4,Pejeng Kangin,80552
51.04.04.2008,51.04.04,4,Pejeng Kelod,80552
51.04.05,51.04,3,Ubud,
51.04.05.1005,51.04.05,4,Ubud,80571
51.04.05.2001,51.04.05,4,Lodtunduh,80571
51.04.05.2002,51.04.05,4,Mas,80571
51.04.05.2003,51.04.05,4,Singakerta,80571
51.04.05.2004,51.04.05,4,Kedewatan,80571
51.04.05.2006,51.04.05,4,Peliatan,80571
51.04.05.2007,51.04.05,4,Petulu,80571
51.04.05.2008,51.04.05,4,Sayan,80571
51.04.06,51.04,3,Tegallalang,
51.04.06.2001,51.04.06,4,Keliki,80561
51.04.06.2002,51.04.06,4,Tegallalang,80561
51.04.06.2003,51.04.06,4,Kenderan,80561
51.04.06.2004,51.04.06,4,Kedisan,80561
51.04.06.2005,51.04.06,4,Pupuan,80561
51.04.06.2006,51.04.06,4,Sebatu,80561
51.04.06.2007,51.04.06,4,Taro,80561
51.04.07,51.04,3,Payangan,
51.04.07.2001,51.04.07,4,Melinggih,80572
51.04.07.2002,51.04.07,4,Kelusa,80572
51.04.07.2003,51.04.07,4,Bukian,80572
51.04.07.2004,51.04.07,4,Puhu,80572
51.04.07.2005,51.04.07,4,Buahan,80572
51.04.07.2006,51.04.07,4,Kerta,80572
51.04.07.2007,51.04.07,4,Melinggih Kelod,80572
51.04.07.2008,51.04.07,4,Buahan Kaja,80572
51.04.07.2009,51.04.07,4,Bresela,80572
51.05,51,2,Kabupaten Klungkung,
51.05.01,51.05,3,Nusa Penida,
51.05.01.2001,51.05.01,4,Sakti,80771
51.05.01.2002,51.05.01,4,Batumadeg,80771
51.05.01.2003,51.05.01,4,Klumpu,80771
51.05.01.2004,51.05.01,4,Batukandik,80771
51.05.01.2005,51.05.01,4,Sekartaji,80771
51.05.01.2006,51.05.01,4,Tanglad,80771
51.05.01.2007,51.05.01,4,Suana,80771
51.05.01.2008,51.05.01,4,Batununggul,80771
51.05.01.2009,51.05.01,4,Kutampi,80771
51.05.01.2010,51.05.01,4,Ped,80771
51.05.01.2011,51.05.01,4,Kampung Toyapakeh,80771
51.05.01.2012,51.05.01,4,Lembongan,80771
51.05.01.2013,51.05.01,4,Jungutbatu,80771
51.05.01.2014,51.05.01,4,Pejukutan,80771
51.05.01.2015,51.05.01,4,Kutampi Kaler,80771
51.05.01.2016,51.05.01,4,Bunga Mekar,80771
51.05.02,51.05,3,Banjarangkan,
51.05.02.2001,51.05.02,4,Negari,80752
51.05.02.2002,51.05.02,4,Takmung,80752
51.05.02.2003,51.05.02,4,Banjarangkan,80752
51.05.02.2004,51.05.02,4,Tusan,80752
51.05.02.2005,51.05.02,4,Bakas,80752
51.05.02.2006,51.05.02,4,Getakan,80752
51.05.02.2007,51.05.02,4,Tihingan,80752
51.05.02.2008,51.05.02,4,Aan,80752
51.05.02.2009,51.05.02,4,Nyalian,80752
51.05.02.2010,51.05.02,4,Bungbungan,80752
51.05.02.2011,51.05.02,4,Timuhun,80752
51.05.02.2012,51.05.02,4,Nyanglan,80752
51.05.02.2013,51.05.02,4,Tohpati,80752
51.05.03,51.05,3,Klungkung,
51.05.03.1008,51.05.03,4,Semarapura Kaja,80712
51.05.03.1009,51.05.03,4,Semarapura Kauh,80713
51.05.03.1010,51.05.03,4,Semarapura Tengah,80711
51.05.03.1011,51.05.03,4,Semarapura Kangin,80716
51.05.03.1012,51.05.03,4,Semarapura Klod Kangin,80716
51.05.03.1013,51.05.03,4,Semarapura Klod,80716
51.05.03.2001,51.05.03,4,Satra,80716
51.05.03.2002,51.05.03,4,Tojan,80716
51.05.03.2003,51.05.03,4,Gelgel,80716
51.05.03.2004,51.05.03,4,Kampung Gelgel,80716
51.05.03.2005,51.05.03,4,Jumpai,80716
51.05.03.2006,51.05.03,4,Tangkas,80716
51.05.03.2007,51.05.03,4,Kamasan,80716
51.05.03.2014,51.05.03,4,Akah,80716
51.05.03.2015,51.05.03,4,Manduang,80716
51.05.03.2016,51.05.03,4,Selat,80716
51.05.03.2017,51.05.03,4,Tegak,80716
51.05.03.2018,51.05.03,4,Selisihan,80716
51.05.04,51.05,3,Dawan,
51.05.04.2001,51.05.04,4,Paksebali,80761
51.05.04.2002,51.05.04,4,Sampalan Tengah,80761
51.05.04.2003,51.05.04,4,Sampalan Klod,80761
51.05.04.2004,51.05.04,4,Sulang,80761
51.05.04.2005,51.05.04,4,Gunaksa,80761
51.05.04.2006,51.05.04,4,Kusamba,80761
51.05.04.2007,51.05.04,4,Kampung Kusamba,80761
51.05.04.2008,51.05.04,4,Pesinggahan,80761
51.05.04.2009,51.05.04,4,Dawan Klod,80761
51.05.04.2010,51.05.04,4,Pikat,80761
51.05.04.2011,51.05.04,4,Dawan Kaler,80761
51.05.04.2012,51.05.04,4,Besan,80761
51.06,51,2,Kabupaten Bangli,
51.06.01,51.06,3,Susut,
51.06.01.2001,51.06.01,4,Apuan,80661
51.06.01.2002,51.06.01,4,Demulih,80661
51.06.01.2003,51.06.01,4,Abuan,80661
51.06.01.2004,51.06.01,4,Susut,80661
51.06.01.2005,51.06.01,4,Sulahan,80661
51.06.01.2006,51.06.01,4,Penglumbaran,80661
51.06.01.2007,51.06.01,4,Tiga,80661
51.06.01.2008,51.06.01,4,Selat,80661
51.06.01.2009,51.06.01,4,Pengiangan,80661
51.06.02,51.06,3,Bangli,
51.06.02.1003,51.06.02,4,Bebalang,80614
51.06.02.1004,51.06.02,4,Kawan,80613
51.06.02.1005,51.06.02,4,Cempaga,80612
51.06.02.1006,51.06.02,4,Kubu,80611
51.06.02.2001,51.06.02,4,Bunutin,80614
51.06.02.2002,51.06.02,4,Tamanbali,80614
51.06.02.2007,51.06.02,4,Kayubihi,80614
51.06.02.2008,51.06.02,4,Pengotan,80614
51.06.02.2009,51.06.02,4,Landih,80611
51.06.03,51.06,3,Tembuku,
51.06.03.2001,51.06.03,4,Jehem,80671
51.06.03.2002,51.06.03,4,Tembuku,80671
51.06.03.2003,51.06.03,4,Yangapi,80671
51.06.03.2004,51.06.03,4,Undisan,80671
51.06.03.2005,51.06.03,4,Bangbang,80671
51.06.03.2006,51.06.03,4,Peninjoan,80671
51.06.04,51.06,3,Kintamani,
51.06.04.2001,51.06.04,4,Mengani,80652
51.06.04.2002,51.06.04,4,Binyan,80652
51.06.04.2003,51.06.04,4,Ulian,80652
51.06.04.2004,51.06.04,4,Bunutin,80652
51.06.04.2005,51.06.04,4,Langgahan,80652
51.06.04.2006,51.06.04,4,Lembean,80652
51.06.04.2007,51.06.04,4,Manikliyu,80652
51.06.04.2008,51.06.04,4,Bayung Cerik,80652
51.06.04.2009,51.06.04,4,Mangguh,80652
51.06.04.2010,51.06.04,4,Belancan,80652
51.06.04.2011,51.06.04,4,Katung,80652
51.06.04.2012,51.06.04,4,Banua,80652
51.06.04.2013,51.06.04,4,Abuan,80652
51.06.04.2014,51.06.04,4,Bonyoh,80652
51.06.04.2015,51.06.04,4,Sekaan,80652
51.06.04.2016,51.06.04,4,Bayung Gede,80652
51.06.04.2017,51.06.04,4,Sekardadi,80652
51.06.04.2018,51.06.04,4,Kedisan,80652
51.06.04.2019,51.06.04,4,Buahan,80652
51.06.04.2020,51.06.04,4,Abangsongan,80652
51.06.04.2021,51.06.04,4,Suter,80652
51.06.04.2022,51.06.04,4,Abang Batudinding,80652
51.06.04.2023,51.06.04,4,Terunyan,80652
51.06.04.2024,51.06.04,4,Songan A,80652
51.06.04.2025,51.06.04,4,Songan B,80652
51.06.04.2026,51.06.04,4,Batur Selatan,80652
51.06.04.2027,51.06.04,4,Batur Tengah,80652
51.06.04.2028,51.06.04,4,Batur Utara,80652
51.06.04.2029,51.06.04,4,Kintamani,80652
51.06.04.2030,51.06.04,4,Serai,80652
51.06.04.2031,51.06.04,4,Daup,80652
51.06.04.2032,51.06.04,4,Awan,80652
51.06.04.2033,51.06.04,4,Gunungbau,80652
51.06.04.2034,51.06.04,4,Belanga,80652
51.06.04.2035,51.06.04,4,Batukaang,80652
51.06.04.2036,51.06.04,4,Belantih,80652
51.06.04.2037,51.06.04,4,Catur,80652
51.06.04.2038,51.06.04,4,Pengejaran,80652
51.06.04.2039,51.06.04,4,Selulung,80652
51.06.04.2040,51.06.04,4,Satra,80652
51.06.04.2041,51.06.04,4,Dausa,80652
51.06.04.2042,51.06.04,4,Bantang,80652
51.06.04.2043,51.06.04,4,Sukawana,80652
51.06.04.2044,51.06.04,4,Kutuh,80652
51.06.04.2045,51.06.04,4,Subaya,80652
51.06.04.2046,51.06.04,4,Siakin,80652
51.06.04.2047,51.06.04,4,Pinggan,80652
51.06.04.2048,51.06.04,4,Belandingan,80652
51.07,51,2,Kabupaten Karangasem,
51.07.01,51.07,3,Rendang,
51.07.01.2001,51.07.01,4,Nongan,80863
51.07.01.2002,51.07.01,4,Rendang,80863
51.07.01.2003,51.07.01,4,Menanga,80863
51.07.01.2004,51.07.01,4,Besakih,80863
51.07.01.2005,51.07.01,4,Pempatan,80863
51.07.01.2006,51.07.01,4,Pesaban,80863
51.07.02,51.07,3,Sidemen,
51.07.02.2001,51.07.02,4,Tangkup,80864
51.07.02.2002,51.07.02,4,Talibeng,80864
51.07.02.2003,51.07.02,4,Sidemen,80864
51.07.02.2004,51.07.02,4,Sangkan Gunung,80864
51.07.02.2005,51.07.02,4,Telagatawang,80864
51.07.02.2006,51.07.02,4,Sinduwati,80864
51.07.02.2007,51.07.02,4,Tri Eka Buana,80864
51.07.02.2008,51.07.02,4,Kertha Buana,80864
51.07.02.2009,51.07.02,4,Lokasari,80864
51.07.02.2010,51.07.02,4,Wisma Kerta,80864
51.07.03,51.07,3,Manggis,
51.07.03.2001,51.07.03,4,Gegelang,80871
51.07.03.2002,51.07.03,4,Antiga,80871
51.07.03.2003,51.07.03,4,Ulakan,80871
51.07.03.2004,51.07.03,4,Manggis,80871
51.07.03.2005,51.07.03,4,Nyuh Tebel,80871
51.07.03.2006,51.07.03,4,Tenganan,80871
51.07.03.2007,51.07.03,4,Ngis,80871
51.07.03.2008,51.07.03,4,Selumbung,80871
51.07.03.2009,51.07.03,4,Padangbai,80871
51.07.03.2010,51.07.03,4,Antiga Kelod,80871
51.07.03.2011,51.07.03,4,Pesedahan,80871
51.07.03.2012,51.07.03,4,Sengkidu,80871
51.07.04,51.07,3,Karangasem,
51.07.04.1002,51.07.04,4,Subagan,80813
51.07.04.1003,51.07.04,4,Padangkerta,80811
51.07.04.1004,51.07.04,4,Karangasem,80811
51.07.04.2001,51.07.04,4,Bugbug,80811
51.07.04.2005,51.07.04,4,Tumbu,80811
51.07.04.2006,51.07.04,4,Seraya,80811
51.07.04.2007,51.07.04,4,Seraya Barat,80811
51.07.04.2008,51.07.04,4,Seraya Timur,80811
51.07.04.2009,51.07.04,4,Pertima,80811
51.07.04.2010,51.07.04,4,Tegalinggah,80811
51.07.04.2011,51.07.04,4,Bukit,80811
51.07.05,51.07,3,Abang,
51.07.05.2001,51.07.05,4,Ababi,80852
51.07.05.2002,51.07.05,4,Tiyingtali,80852
51.07.05.2003,51.07.05,4,Bunutan,80852
51.07.05.2004,51.07.05,4,Tista,80852
51.07.05.2005,51.07.05,4,Abang,80852
51.07.05.2006,51.07.05,4,Pidpid,80852
51.07.05.2007,51.07.05,4,Datah,80852
51.07.05.2008,51.07.05,4,Culik,80852
51.07.05.2009,51.07.05,4,Purwa Kerthi,80852
51.07.05.2010,51.07.05,4,Kertha Mandala,80852
51.07.05.2011,51.07.05,4,Laba Sari,80852
51.07.05.2012,51.07.05,4,Nawa Kerti,80852
51.07.05.2013,51.07.05,4,Kesimpar,80852
51.07.05.2014,51.07.05,4,Tri Buana,80852
51.07.06,51.07,3,Bebandem,
51.07.06.2001,51.07.06,4,Bungaya,80861
51.07.06.2002,51.07.06,4,Budakeling,80861
51.07.06.2003,51.07.06,4,Bebandem,80861
51.07.06.2004,51.07.06,4,Sibetan,80861
51.07.06.2005,51.07.06,4,Jungutan,80861
51.07.06.2006,51.07.06,4,Bungaya Kangin,80861
51.07.06.2007,51.07.06,4,Bhuana Giri,80861
51.07.06.2008,51.07.06,4,Macang,80861
51.07.07,51.07,3,Selat,
51.07.07.2001,51.07.07,4,Muncan,80862
51.07.07.2002,51.07.07,4,Selat,80862
51.07.07.2003,51.07.07,4,Duda,80862
51.07.07.2004,51.07.07,4,Sebudi,80862
51.07.07.2005,51.07.07,4,Duda Utara,80862
51.07.07.2006,51.07.07,4,Duda Timur,80862
51.07.07.2007,51.07.07,4,Peringsari,80862
51.07.07.2008,51.07.07,4,Amerta Bhuana,80862
51.07.08,51.07,3,Kubu,
51.07.08.2001,51.07.08,4,Ban,80853
51.07.08.2002,51.07.08,4,Dukuh,80853
51.07.08.2003,51.07.08,4,Kubu,80853
51.07.08.2004,51.07.08,4,Tianyar,80853
51.07.08.2005,51.07.08,4,Tianyar Barat,80853
51.07.08.2006,51.07.08,4,Tianyar Tengah,80853
51.07.08.2007,51.07.08,4,Tulamben,80853
51.07.08.2008,51.07.08,4,Baturinggit,80853
51.07.08.2009,51.07.08,4,Sukadana,80853
51.08,51,2,Kabupaten Buleleng,
51.08.01,51.08,3,Gerokgak,
51.08.01.2001,51.08.01,4,Sumberklampok,81155
51.08.01.2002,51.08.01,4,Pejarakan,81155
51.08.01.2003,51.08.01,4,Sumberkima,81155
51.08.01.2004,51.08.01,4,Pemuteran,81155
51.08.01.2005,51.08.01,4,Banyupoh,81155
51.08.01.2006,51.08.01,4,Penyabangan,81155
51.08.01.2007,51.08.01,4,Musi,81155
51.08.01.2008,51.08.01,4,Sanggalangit,81155
51.08.01.2009,51.08.01,4,Gerokgak,81155
